animation,animcmd
item_bat_swing_4,game_batswing4
item_bat_swing_dash,game_batswingdash
item_club_swing_1,game_clubswing1
item_club_swing_3,game_clubswing3
item_club_swing_4,game_clubswing4
item_club_swing_4_hold,game_clubswing4charge
item_club_swing_dash,game_clubswingdash
item_deathscythe_swing_1,game_deathscytheswing1
item_deathscythe_swing_3,game_deathscytheswing3
item_deathscythe_swing_4,game_deathscytheswing4
item_deathscythe_swing_4_hold,game_deathscytheswing4charge
item_deathscythe_swing_4_hold,0x2218496f99
item_deathscythe_swing_dash,game_deathscytheswingdash
item_deathscythe_swing_dash,0x1f038c9798
item_dragoon_get,game_dragoonget
item_dragoon_ride,game_dragoonride
item_drill_shoot,game_drillshoot
item_drill_shoot_air,game_drillshootair
item_drill_shoot_upper,game_drillshoot
item_fflower_shoot,game_fflowershoot
item_fflower_shoot_aerial,game_fflowershootaerial
item_fflower_shoot_air,game_fflowershootair
item_fflower_shoot_air_loop,game_fflowershootairloop
item_fflower_shoot_fly1,game_fflowershootfly1
item_fflower_shoot_fly2,game_fflowershootfly2
item_fflower_shoot_fly3,game_fflowershootfly3
item_fflower_shoot_fly4,game_fflowershootfly4
item_fflower_shoot_fly5,game_fflowershootfly5
item_fflower_shoot_loop,game_fflowershootloop
item_fflower_shoot_loop_upper,game_fflowershootloop
item_fflower_shoot_upper,game_fflowershoot
item_firebar_swing_1,game_firebarswing1
item_firebar_swing_3,game_firebarswing3
item_firebar_swing_4,game_firebarswing4
item_firebar_swing_4_hold,game_firebarswing4charge
item_firebar_swing_dash,game_firebarswingdash
item_gekikara_wait,game_gekikarawait
item_gekikara_wait_face,game_gekikarawaitface
item_genesis_aerial_legs,game_genesisaeriallegs
item_genesis_air_end,game_genesisairend
item_genesis_air_fire,game_genesisairfire
item_genesis_air_loop,game_genesisairloop
item_genesis_end,game_genesisend
item_genesis_fall,game_genesisfall
item_genesis_fire,game_genesisfire
item_genesis_fly_legs1,game_genesisflylegs1
item_genesis_fly_legs2,game_genesisflylegs2
item_genesis_fly_legs3,game_genesisflylegs3
item_genesis_fly_legs4,game_genesisflylegs4
item_genesis_fly_legs5,game_genesisflylegs5
item_genesis_get,game_genesisget
item_genesis_loop,game_genesisloop
item_genesis_start,game_genesiswait
item_genesis_start_upper,game_genesiswait
item_genesis_start_upper,0x15f861144c
item_genesis_turn,game_genesisturn
item_golden_hammer_jump,game_goldenhammerjump
item_golden_hammer_move,game_goldenhammermove
item_golden_hammer_wait,game_goldenhammerwait
item_grass_pull,game_itemgrasspull
item_hammer_jump,game_hammerjump
item_hammer_move,game_hammermove
item_hammer_wait,game_hammerwait
item_hand_grip,game_
item_hand_grip_2,game_
item_hand_have,game_
item_hand_have_l,game_
item_hand_pickup,game_
item_hand_smash,game_
item_heavy_get,game_itemheavyget
item_heavy_throw_b,game_itemheavythrowb
item_heavy_throw_b4,game_itemheavythrowb4
item_heavy_throw_f,game_itemheavythrowf
item_heavy_throw_f4,game_itemheavythrowf4
item_heavy_throw_hi,game_itemheavythrowhi
item_heavy_throw_hi4,game_itemheavythrowhi4
item_heavy_throw_lw,game_itemheavythrowlw
item_heavy_throw_lw4,game_itemheavythrowlw4
item_heavy_walk,game_itemheavywalk
item_killsword_swing_1,0x1ab2635652
item_killsword_swing_3,0x1a25fc477b
item_killsword_swing_4,0x1ae05b79f5
item_killsword_swing_4_hold,0x205118f623
item_killsword_swing_dash,0x1d801b2add
item_lgun_shoot,game_lgunshoot
item_lgun_shoot_air,game_lgunshootair
item_lgun_shoot_air_empty,game_lgunshootairempty
item_lgun_shoot_empty,game_lgunshootempty
item_lgun_shoot_upper,game_lgunshoot
item_lgun_shoot_upper_empty,game_lgunshootempty
item_light_eat,game_itemlighteat
item_light_get,game_itemlightget
item_light_throw_air_b,game_itemlightthrowairb
item_light_throw_air_b4,game_itemlightthrowairb4
item_light_throw_air_f,game_itemlightthrowairf
item_light_throw_air_f4,game_itemlightthrowairf4
item_light_throw_air_hi,game_itemlightthrowairhi
item_light_throw_air_hi4,game_itemlightthrowairhi4
item_light_throw_air_lw,game_itemlightthrowairlw
item_light_throw_air_lw4,game_itemlightthrowairlw4
item_light_throw_b,game_itemlightthrowb
item_light_throw_b4,game_itemlightthrowb4
item_light_throw_dash,game_itemlightthrowdash
item_light_throw_drop,game_itemlightthrowdrop
item_light_throw_f,game_itemlightthrowf
item_light_throw_f4,game_itemlightthrowf4
item_light_throw_hi,game_itemlightthrowhi
item_light_throw_hi4,game_itemlightthrowhi4
item_light_throw_lw,game_itemlightthrowlw
item_light_throw_lw4,game_itemlightthrowlw4
item_light_walk_eat,game_itemlightwalkeat
item_light_walk_get,game_itemlightwalkget
item_lipstick_swing_1,game_lipstickswing1
item_lipstick_swing_3,game_lipstickswing3
item_lipstick_swing_4,game_lipstickswing4
item_lipstick_swing_4_hold,game_lipstickswing4charge
item_lipstick_swing_dash,game_lipstickswingdash
item_magicpot_air_end,game_magicpotairend
item_magicpot_air_end_aerial,game_magicpotairendaerial
item_magicpot_air_end_fly1,game_magicpotairendfly1
item_magicpot_air_end_fly2,game_magicpotairendfly2
item_magicpot_air_end_fly2,game_magicpotairendfly1
item_magicpot_air_end_fly3,game_magicpotairendfly3
item_magicpot_air_end_fly3,game_magicpotairendfly1
item_magicpot_air_end_fly4,game_magicpotairendfly4
item_magicpot_air_end_fly4,game_magicpotairendfly1
item_magicpot_air_end_fly5,game_magicpotairendfly5
item_magicpot_air_end_fly5,game_magicpotairendfly1
item_magicpot_air_start,game_magicpotairstart
item_magicpot_air_start_aerial,game_magicpotairstartaerial
item_magicpot_end,game_magicpotend
item_magicpot_end_upper,game_magicpotend
item_magicpot_fall,game_magicpotfall
item_magicpot_start,game_magicpotstart
item_magicpot_start_upper,game_magicpotstart
item_magicpot_wait,game_magicpotwait
item_magicpot_wait_upper,game_magicpotwait
item_revengeshooter_shoot,0x23601c4d9d
item_revengeshooter_shoot,0x1dbd431435
item_revengeshooter_shoot_air,0x211958db34
item_revengeshooter_shoot_air,0x1b39f0550a
item_revengeshooter_shoot_upper,0x23601c4d9d
item_revengeshooter_shoot_upper,0x1dbd431435
item_rocketbelt,game_itemrocketbelt
item_scope_air_end,game_scopeairend
item_scope_air_end_aerial,game_scopeairendaerial
item_scope_air_end_empty,game_scopeairendempty
item_scope_air_end_empty_aerial,game_scopeairendemptyaerial
item_scope_air_end_empty_fly1,game_scopeairendemptyfly1
item_scope_air_end_empty_fly2,game_scopeairendemptyfly2
item_scope_air_end_empty_fly2,game_scopeairendemptyfly1
item_scope_air_end_empty_fly3,game_scopeairendemptyfly3
item_scope_air_end_empty_fly3,game_scopeairendemptyfly1
item_scope_air_end_empty_fly4,game_scopeairendemptyfly4
item_scope_air_end_empty_fly4,game_scopeairendemptyfly1
item_scope_air_end_empty_fly5,game_scopeairendemptyfly5
item_scope_air_end_empty_fly5,game_scopeairendemptyfly1
item_scope_air_end_fly1,game_scopeairendfly1
item_scope_air_end_fly2,game_scopeairendfly2
item_scope_air_end_fly2,game_scopeairendfly1
item_scope_air_end_fly3,game_scopeairendfly3
item_scope_air_end_fly3,game_scopeairendfly1
item_scope_air_end_fly4,game_scopeairendfly4
item_scope_air_end_fly4,game_scopeairendfly1
item_scope_air_end_fly5,game_scopeairendfly5
item_scope_air_end_fly5,game_scopeairendfly1
item_scope_air_fire,game_scopeairfire
item_scope_air_fire_aerial,game_scopeairfireaerial
item_scope_air_fire_empty,game_scopeairfireempty
item_scope_air_fire_empty_aerial,game_scopeairfireemptyaerial
item_scope_air_fire_empty_fly1,game_scopeairfireemptyfly1
item_scope_air_fire_empty_fly2,game_scopeairfireemptyfly2
item_scope_air_fire_empty_fly2,game_scopeairfireemptyfly1
item_scope_air_fire_empty_fly3,game_scopeairfireemptyfly3
item_scope_air_fire_empty_fly3,game_scopeairfireemptyfly1
item_scope_air_fire_empty_fly4,game_scopeairfireemptyfly4
item_scope_air_fire_empty_fly4,game_scopeairfireemptyfly1
item_scope_air_fire_empty_fly5,game_scopeairfireemptyfly5
item_scope_air_fire_empty_fly5,game_scopeairfireemptyfly1
item_scope_air_fire_fly1,game_scopeairfirefly1
item_scope_air_fire_fly2,game_scopeairfirefly2
item_scope_air_fire_fly2,game_scopeairfirefly1
item_scope_air_fire_fly3,game_scopeairfirefly3
item_scope_air_fire_fly3,game_scopeairfirefly1
item_scope_air_fire_fly4,game_scopeairfirefly4
item_scope_air_fire_fly4,game_scopeairfirefly1
item_scope_air_fire_fly5,game_scopeairfirefly5
item_scope_air_fire_fly5,game_scopeairfirefly1
item_scope_air_rapid,game_scopeairrapid
item_scope_air_rapid_aerial,game_scopeairrapidaerial
item_scope_air_rapid_empty,game_scopeairrapidempty
item_scope_air_rapid_empty_aerial,game_scopeairrapidemptyaerial
item_scope_air_rapid_empty_fly1,game_scopeairrapidemptyfly1
item_scope_air_rapid_empty_fly2,game_scopeairrapidemptyfly2
item_scope_air_rapid_empty_fly2,game_scopeairrapidemptyfly1
item_scope_air_rapid_empty_fly3,game_scopeairrapidemptyfly3
item_scope_air_rapid_empty_fly3,game_scopeairrapidemptyfly1
item_scope_air_rapid_empty_fly4,game_scopeairrapidemptyfly4
item_scope_air_rapid_empty_fly4,game_scopeairrapidemptyfly1
item_scope_air_rapid_empty_fly5,game_scopeairrapidemptyfly5
item_scope_air_rapid_empty_fly5,game_scopeairrapidemptyfly1
item_scope_air_rapid_fly1,game_scopeairrapidfly1
item_scope_air_rapid_fly2,game_scopeairrapidfly2
item_scope_air_rapid_fly2,game_scopeairrapidfly1
item_scope_air_rapid_fly4,game_scopeairrapidfly4
item_scope_air_rapid_fly4,game_scopeairrapidfly1
item_scope_air_start,game_scopeairstart
item_scope_air_start_aerial,game_scopeairstartaerial
item_scope_air_start_empty,game_scopeairstartempty
item_scope_air_start_empty_aerial,game_scopeairstartemptyaerial
item_scope_air_start_empty_fly1,game_scopeairstartemptyfly1
item_scope_air_start_empty_fly2,game_scopeairstartemptyfly2
item_scope_air_start_empty_fly2,game_scopeairstartemptyfly1
item_scope_air_start_empty_fly3,game_scopeairstartemptyfly3
item_scope_air_start_empty_fly3,game_scopeairstartemptyfly1
item_scope_air_start_empty_fly4,game_scopeairstartemptyfly4
item_scope_air_start_empty_fly4,game_scopeairstartemptyfly1
item_scope_air_start_empty_fly5,game_scopeairstartemptyfly5
item_scope_air_start_empty_fly5,game_scopeairstartemptyfly1
item_scope_air_start_fly1,game_scopeairstartfly1
item_scope_air_start_fly2,game_scopeairstartfly2
item_scope_air_start_fly2,game_scopeairstartfly1
item_scope_air_start_fly3,game_scopeairstartfly3
item_scope_air_start_fly3,game_scopeairstartfly1
item_scope_air_start_fly4,game_scopeairstartfly4
item_scope_air_start_fly4,game_scopeairstartfly1
item_scope_air_start_fly5,game_scopeairstartfly5
item_scope_air_start_fly5,game_scopeairstartfly1
item_scope_end,game_scopeend
item_scope_end_empty,game_scopeendempty
item_scope_end_upper,game_scopeend
item_scope_end_upper_empty,game_scopeendempty
item_scope_end_upper_empty,game_scopeendupperempty
item_scope_fall,game_scopefall
item_scope_fire,game_scopefire
item_scope_fire_empty,game_scopefireempty
item_scope_fire_upper,game_scopefire
item_scope_fire_upper_empty,game_scopefireempty
item_scope_fire_upper_empty,game_scopefireupperempty
item_scope_rapid,game_scoperapid
item_scope_rapid_empty,game_scoperapidempty
item_scope_rapid_upper,game_scoperapid
item_scope_rapid_upper_empty,game_scoperapidempty
item_scope_rapid_upper_empty,game_scoperapidupperempty
item_scope_start,game_scopestart
item_scope_start_upper,game_scopestart
item_scope_start_upper_empty,game_scopestartempty
item_scope_start_upper_empty,game_scopestartupperempty
item_scope_wait,game_scopewait
item_scope_wait_upper,game_scopewait
item_screw,game_screw
item_screw_air,game_screwair
item_screw_fall,game_screwfall
item_shoot_legs_brake_b,game_shootlegsbrakeb
item_shoot_legs_brake_f,game_shootlegsbrakef
item_shoot_legs_dash_b,game_shootlegsdashb
item_shoot_legs_dash_f,game_shootlegsdashf
item_shoot_legs_fast_b,game_shootlegsfastb
item_shoot_legs_fast_f,game_shootlegsfastf
item_shoot_legs_jump_squat,game_shootlegsjumpsquat
item_shoot_legs_landing,game_shootlegslanding
item_shoot_legs_middle_b,game_shootlegsmiddleb
item_shoot_legs_middle_f,game_shootlegsmiddlef
item_shoot_legs_slow_b,game_shootlegsslowb
item_shoot_legs_slow_f,game_shootlegsslowf
item_shoot_legs_wait,game_shootlegswait
item_shoot_legs_walk_b,game_itemlegswalkb
item_shoot_legs_walk_f,game_itemlegswalkf
item_specialflag_hoist,game_itemspecialflaghoist
item_staff_shoot,0x1a91897b1e
item_staff_shoot,game_staffshootupper
item_staff_shoot_air,0x18c9e36a9f
item_staff_shoot_air,game_staffshootair
item_staff_shoot_upper,0x1a91897b1e
item_staff_shoot_upper,game_staffshootupper
item_starrod_swing_1,game_starrodswing1
item_starrod_swing_3,game_starrodswing3
item_starrod_swing_4,game_starrodswing4
item_starrod_swing_4_hold,game_starrodswing4charge
item_starrod_swing_dash,game_starrodswingdash
item_steeldiver_shoot,game_steeldivershoot
item_steeldiver_shoot_air,game_steeldivershootair
item_steeldiver_shoot_upper,game_steeldivershoot
item_sword_swing_1,game_swordswing1
item_sword_swing_3,game_swordswing3
item_sword_swing_4,game_swordswing4
item_sword_swing_4_hold,game_swordswing4charge
item_sword_swing_dash,game_swordswingdash
item_warpstar,game_warpstar
jack_special_hi_pulled,game_jackspecialhipulled
jack_special_hi_pulled_big,game_jackspecialhipulledbig
jack_special_hi_pulled_dx,game_jackspecialhipulleddx
jack_special_hi_pulled_girl,game_jackspecialhipulledgirl
jump_aerial_b,game_jumpaerialback
jump_aerial_f,game_jumpaerialfront
jump_aerial_f1,game_jumpaerialf1
jump_aerial_f2,game_jumpaerialf2
jump_aerial_f3,game_jumpaerialf3
jump_aerial_f4,game_jumpaerialf4
jump_aerial_f5,game_jumpaerialf5
jump_b,game_jumpback
jump_b_mini,game_jumpbackmini
jump_f,game_jumpfront
jump_f_mini,game_jumpfrontmini
jump_squat,game_jumpsquat
just_shield,game_justshield
just_shield_off,game_justshieldoff
ko_max,game_komax
koopa_dived,game_koopadived
koopa_dived_dx,game_koopadived
koopa_dived_girl,game_koopadived
koopa_dived_taro,game_koopadived
ladder_catch_air_l,game_laddercatchairl
ladder_catch_air_r,game_laddercatchairr
ladder_catch_end_l,game_laddercatchendl
ladder_catch_end_r,game_laddercatchendr
ladder_catch_l,game_laddercatchl
ladder_catch_r,game_laddercatchr
ladder_down,game_ladderdown
ladder_up,game_ladderup
ladder_wait,game_ladderwait
landing_air_b,game_landingairb
landing_air_f,game_landingairf
landing_air_f2,game_landingairf2
landing_air_f3,game_landingairf3
landing_air_hi,game_landingairhi
landing_air_lw,game_landingairlw
landing_air_lw2,game_landingairlw
landing_air_n,game_landingairn
landing_fall_special,game_landingfallspecial
landing_fall_special_l,game_landingfallspecial
landing_heavy,game_landingheavy
landing_light,game_landinglight
link_fear,game_linkfear
link_fear_donkey,game_linkfeardonkey
link_fear_donkey_reverse,game_linkfeardonkeyreverse
link_fear_dx,game_linkfeardx
link_fear_dx_reverse,game_linkfeardxreverse
link_fear_girl,game_linkfeargirl
link_fear_girl_reverse,game_linkfeargirlreverse
link_fear_reverse,game_linkfearreverse
lose,game_lose
lose_nana,game_losenana
menu_pose,game_menupose
menu_pose_2,game_menupose
metaknight_fear,game_metaknightfear
metaknight_fear_donkey,game_metaknightfeardonkey
metaknight_fear_donkey_reverse,game_metaknightfeardonkeyreverse
metaknight_fear_dx,game_metaknightfeardx
metaknight_fear_dx_reverse,game_metaknightfeardxreverse
metaknight_fear_girl,game_metaknightfeargirl
metaknight_fear_girl_reverse,game_metaknightfeargirlreverse
metaknight_fear_reverse,game_metaknightfearreverse
mewtwo_thrown,game_mewtwothrown
mewtwo_thrown_dx,game_mewtwothrown
mewtwo_thrown_girl,game_mewtwothrown
mewtwo_thrown_taro,game_mewtwothrown
miifighter_captured,game_miifightercaptured
miifighter_captured_big,game_miifightercapturedbig
miifighter_captured_dx,game_miifightercaptureddx
miifighter_captured_girl,game_miifightercapturedgirl
miifighter_suplex_captured,game_miifightersuplexcaptured
miifighter_suplex_captured_big,game_miifightersuplexcapturedbig
miifighter_suplex_captured_dx,game_miifightersuplexcaptureddx
miifighter_suplex_captured_girl,game_miifightersuplexcapturedgirl
miifighter_suplex_fall,game_miifightersuplexfall
miifighter_suplex_fall_big,game_miifightersuplexfallbig
miifighter_suplex_fall_dx,game_miifightersuplexfalldx
miifighter_suplex_fall_girl,game_miifightersuplexfallgirl
miifighter_suplex_landing,game_miifightersuplexlanding
miifighter_suplex_landing_big,game_miifightersuplexlandingbig
miifighter_suplex_landing_dx,game_miifightersuplexlandingdx
miifighter_suplex_landing_girl,game_miifightersuplexlandinggirl
miifighter_suplex_thrown,game_miifightersuplexthrown
miifighter_suplex_thrown_big,game_miifightersuplexthrownbig
miifighter_suplex_thrown_dx,game_miifightersuplexthrowndx
miifighter_suplex_thrown_girl,game_miifightersuplexthrowngirl
miifighter_thrown,game_miifighterthrown
miifighter_thrown_big,game_miifighterthrownbig
miifighter_thrown_dx,game_miifighterthrowndx
miifighter_thrown_girl,game_miifighterthrowngirl
miss_foot,game_missfoot
ottotto,game_ottotto
ottotto_wait,game_ottottowait
partner_damage_face,game_partnerdamageface
partner_damage_face_2,game_partnerdamageface2
partner_damage_face_3,game_partnerdamageface3
partner_damage_face_4,game_partnerdamageface4
pass,game_pass
passive,game_passive
passive_ceil,game_passiveceil
passive_stand_b,game_passivestandb
passive_stand_f,game_passivestandf
passive_wall,game_passivewall
passive_wall_jump,game_passivewalljump
rebound,game_rebound
respawn,game_respawn
resurrection_book,game_resurrectionbook
resurrection_thundersword,game_resurrectionthundersword
ridley_caught,game_ridleycaught
ridley_caught_big,game_ridleycaughtbig
ridley_caught_dx,game_ridleycaughtdx
ridley_caught_girl,game_ridleycaughtgirl
ridley_dragged,game_ridleydragged
ridley_dragged_big,game_ridleydraggedbig
ridley_dragged_cliff,game_ridleydraggedcliff
ridley_dragged_cliff_big,game_ridleydraggedcliffbig
ridley_dragged_cliff_dx,game_ridleydraggedcliffdx
ridley_dragged_cliff_girl,game_ridleydraggedcliffgirl
ridley_dragged_dx,game_ridleydraggeddx
ridley_dragged_f,game_ridleydraggedf
ridley_dragged_f_big,game_ridleydraggedfbig
ridley_dragged_f_dx,game_ridleydraggedfdx
ridley_dragged_f_girl,game_ridleydraggedfgirl
ridley_dragged_girl,game_ridleydraggedgirl
ridley_dragged_wall,game_ridleydraggedwall
ridley_dragged_wall_big,game_ridleydraggedwallbig
ridley_dragged_wall_dx,game_ridleydraggedwalldx
ridley_dragged_wall_girl,game_ridleydraggedwallgirl
ridley_stabbed,game_ridleystabbed
ridley_stabbed_big,game_ridleystabbedbig
ridley_stabbed_dx,game_ridleystabbeddx
ridley_stabbed_girl,game_ridleystabbedgirl
ridley_stabbed_small,game_ridleystabbed
run,game_run
run_brake,game_runbraker
run_brake_l,game_runbrakel
run_brake_r,game_runbraker
run_fall_l,game_runfalll
run_fall_r,game_runfallr
run_start,game_runstart
ryu_final_damage_01,game_ryufinaldamage01
ryu_final_damage_02,game_ryufinaldamage02
ryu_final_damage_03,game_ryufinaldamage03
shield_break_fly,game_shieldbreakfly
shield_guard,game_shieldguard
shizue_special_s_thrown_b,game_shizuethrownb
shizue_special_s_thrown_b_big,game_shizuethrownb
shizue_special_s_thrown_b_dx,game_shizuethrownb
shizue_special_s_thrown_b_girl,game_shizuethrownb
shizue_special_s_thrown_f,game_shizuethrownf
shizue_special_s_thrown_f_big,game_shizuethrownf
shizue_special_s_thrown_f_dx,game_shizuethrownf
shizue_special_s_thrown_f_girl,game_shizuethrownf
shizue_special_s_thrown_hi,game_shizuethrownhi
shizue_special_s_thrown_hi_big,game_shizuethrownhi
shizue_special_s_thrown_hi_dx,game_shizuethrownhi
shizue_special_s_thrown_hi_girl,game_shizuethrownhi
shizue_special_s_thrown_lw,game_shizuethrownlw
shizue_special_s_thrown_lw_big,game_shizuethrownlw
shizue_special_s_thrown_lw_dx,game_shizuethrownlw
shizue_special_s_thrown_lw_girl,game_shizuethrownlw
shoulder_fall,game_shoulderfall
shoulder_jump,game_shoulderjump
shoulder_jump_squat,game_shoulderjumpsquat
shoulder_landing,game_shoulderlanding
shoulder_turn,game_shoulderturn
shoulder_wait,game_shoulderwait
shoulder_walk_fast,game_shoulderwalkfast
shoulder_walk_middle,game_shoulderwalkmiddle
shoulder_walk_slow,game_shoulderwalkslow
shouldered_donkey,game_shouldereddonkey
shouldered_donkey_dx,game_shouldereddonkey
shouldered_donkey_girl,game_shouldereddonkey
shouldered_donkey_taro,game_shouldereddonkey
slip,game_slip
slip_attack,game_slipattack
slip_down,game_slipdown
slip_escape_b,game_slipescapeb
slip_escape_f,game_slipescapef
slip_stand,game_slipstand
slip_wait,game_slipwait
smash_appeal_end_l,game_smashappealend
smash_appeal_end_r,game_smashappealend
smash_appeal_l,game_smashappeal
smash_appeal_r,game_smashappeal
smash_appeal_start_l,game_smashappealstart
smash_appeal_start_r,game_smashappealstart
special,game_special
special_air,game_specialair
special_air_appear,game_specialairappear
special_air_b_end,game_specialairsfend
special_air_b_start,game_specialairsbstart
special_air_f_end,game_specialairsfend
special_air_f_start,game_specialairsfstart
special_air_hi,game_specialairhi
special_air_hi,game_specialairhi1
special_air_hi_1,game_specialairhi1
special_air_hi_2,game_specialairhi2
special_air_hi_attack_end,game_specialairhiattackend
special_air_hi_break,game_specialairhibreak
special_air_hi_ceil,game_specialairhiceil
special_air_hi_charge,game_specialairhicharge
special_air_hi_charge_b,game_specialairhichargeb
special_air_hi_charge_end_b,game_specialairhichargeendb
special_air_hi_charge_end_f,game_specialairhichargeendf
special_air_hi_charge_end_hi,game_specialairhichargeendhi
special_air_hi_charge_end_lw,game_specialairhichargeendlw
special_air_hi_charge_f,game_specialairhichargef
special_air_hi_charge_hi,game_specialairhichargehi
special_air_hi_charge_lw,game_specialairhichargelw
special_air_hi_charge_start_b,game_specialairhichargestartb
special_air_hi_charge_start_f,game_specialairhichargestartf
special_air_hi_charge_start_hi,game_specialairhichargestarthi
special_air_hi_charge_start_lw,game_specialairhichargestartlw
special_air_hi_command,game_specialairhicommand
special_air_hi_cut,game_specialairhicut
special_air_hi_damage,game_specialairhidamage
special_air_hi_detach,game_specialairhidetach
special_air_hi_empty,game_specialairhiempty
special_air_hi_end,game_specialairhiend
special_air_hi_end_2,game_specialairhiend2
special_air_hi_fail,game_specialairhifailure
special_air_hi_fail,game_specialairhifail
special_air_hi_fall,game_specialairhifall
special_air_hi_fall_2,game_specialairhifall2
special_air_hi_flap1,game_specialairhiflap1
special_air_hi_flap2,game_specialairhiflap2
special_air_hi_get,game_specialairhiitem
special_air_hi_hang,game_specialairhihang
special_air_hi_hit,game_specialairhihit
special_air_hi_hit_pose,game_specialairhihitpose
special_air_hi_hold,game_specialairhihold
special_air_hi_hover,game_specialairhihover
special_air_hi_j_damage,game_specialairhijdamage
special_air_hi_jump,game_specialairhijump
special_air_hi_l,game_specialairhi
special_air_hi_landing1,game_specialairhilanding1
special_air_hi_landing2,game_specialairhilanding2
special_air_hi_lb,game_specialairhi_lb
special_air_hi_loop,game_specialairhiloop
special_air_hi_overtake,game_specialairhiovertake
special_air_hi_pull,game_specialairhipull
special_air_hi_pull_2,game_specialairhipull2
special_air_hi_r,game_specialairhi
special_air_hi_r,game_specialairhir
special_air_hi_reflect,game_specialairhireflect
special_air_hi_start,game_specialairhistart
special_air_hi_start_2,game_specialairhistart2
special_air_hi_start_l,game_specialairhistart
special_air_hi_start_nana,game_specialairhistartnana
special_air_hi_start_r,game_specialairhistart
special_air_hi_throw,game_specialairhithrow
special_air_hi_throw2,game_specialairhithrow2
special_air_hi_turn,game_specialairhiturn
special_air_hi_turn_l,game_specialairhiturnl
special_air_hi_turn_r,game_specialairhiturnr
special_air_hi_wait1,game_specialairhiwait1
special_air_hi_wait2,game_specialairhiwait2
special_air_hi_wall,game_specialairhiwallf
special_air_hi_wall_b,game_specialairhiwallb
special_air_hi_wall_failure,game_specialairhiwallfailure
special_air_hi_wall_jump,game_specialairhiwalljump
special_air_hi1,game_specialairhi1
special_air_hi1_2,game_specialairhi12
special_air_hi1_3,game_specialairhi13
special_air_hi1_loop,game_specialairhi1loop
special_air_hi1_start,game_specialairhi1start
special_air_hi2,game_specialairhi2
special_air_hi2,game_specialairhistart
special_air_hi2_squat,game_specialairhi2squat
special_air_hi3,game_specialairhi3
special_air_hi3_end,game_specialairhi3end
special_air_hi3_start,game_specialairhi3start
special_air_lw,game_specialairlw
special_air_lw,game_specialairlws
special_air_lw_attack,game_specialairlwattack
special_air_lw_attack_l,game_specialairlwattack
special_air_lw_attack_r,game_specialairlwattack
special_air_lw_b,game_specialairlwb
special_air_lw_batwithin,game_specialairlwbatwithin
special_air_lw_bite,game_specialairlwbite
special_air_lw_blank,game_specialairlwblank
special_air_lw_blast,game_specialairlwblast
special_air_lw_break_l,game_specialairlwbreakl
special_air_lw_break_r,game_specialairlwbreakr
special_air_lw_cancel,game_specialairlwcancel
special_air_lw_capture,game_specialairlwcapture
special_air_lw_catch,game_specialairlwcatch
special_air_lw_charge,game_specialairlwcharge
special_air_lw_counter,game_specialairlwcounter
special_air_lw_damage,game_specialairlwdamage
special_air_lw_deforest,game_specialairlw3
special_air_lw_deforest_hit,game_specialairlw3hit
special_air_lw_empty,game_specialairlwempty
special_air_lw_end,game_specialairlwend
special_air_lw_end_air,game_specialairlwendair
special_air_lw_end_l,game_specialairlwend
special_air_lw_end_l,game_specialairlwendl
special_air_lw_end_l_no_shield,game_specialairlwendlnoshield
special_air_lw_end_r,game_specialairlwendr
special_air_lw_enemy,game_specialairlwenemy
special_air_lw_f,game_specialairlwf
special_air_lw_fail,game_specialairlwfail
special_air_lw_failure,game_specialairlwfailure
special_air_lw_failure_l,game_specialairlwfailurel
special_air_lw_failure_r,game_specialairlwfailurer
special_air_lw_fall_b,game_specialairlwfallb
special_air_lw_fall_end,game_specialairlwfallend
special_air_lw_fall_f,game_specialairlwfallf
special_air_lw_finish,game_specialairlwfinish
special_air_lw_fire,game_specialairlwfire
special_air_lw_flip,game_specialairlwflip
special_air_lw_fly_r,game_specialairlwflyr
special_air_lw_ground,game_specialairlwground
special_air_lw_heavy,game_specialairlwheavy
special_air_lw_hit,game_specialairlwhit
special_air_lw_hit_l,game_specialairlwhit
special_air_lw_hit_turn,game_specialairlwhitturn
special_air_lw_hold,game_specialairlwhold
special_air_lw_hold_no_shield,game_specialairlwholdnoshield
special_air_lw_in,game_specialairlwin
special_air_lw_jump_cancel,game_specialairlwjumpcancel
special_air_lw_kick,game_specialairlwkick
special_air_lw_l,game_specialairlw
special_air_lw_l,game_specialairlwl
special_air_lw_landing,game_specialairlwlanding
special_air_lw_light,game_specialairlwlight
special_air_lw_loop,game_specialairlwloop
special_air_lw_loop_l,game_specialairlwloop
special_air_lw_lr,game_specialairlwlr
special_air_lw_max,game_specialairlwmax
special_air_lw_middle,game_specialairlwmiddle
special_air_lw_min,game_specialairlwmin
special_air_lw_miss,game_specialairlwmiss
special_air_lw_mr,game_specialairlwmr
special_air_lw_n,game_specialairlwn
special_air_lw_out,game_specialairlwout
special_air_lw_r,game_specialairlw
special_air_lw_r,game_specialairlwr
special_air_lw_reflect,game_specialairlwreflect
special_air_lw_reflector,game_specialairlwreflector
special_air_lw_select,game_specialairlwselect
special_air_lw_select2,game_specialairlwselect2
special_air_lw_shoot,game_specialairlwshoot
special_air_lw_sr,game_specialairlwsr
special_air_lw_stab,game_specialairlwstab
special_air_lw_start,game_specialairlwstart
special_air_lw_start_l,game_specialairlwstart
special_air_lw_start_l,game_specialairlwstartl
